node_id,latitude,longitude
748,20.96210085,105.8387876
749,20.95649775,105.8387983
750,20.962842,105.838825
751,20.957455,105.83886
752,20.95941329,105.8389297
753,20.96192052,105.8389458
754,20.955736,105.838948
755,20.96258175,105.8390182
756,20.96176,105.839085
757,20.965703,105.839109
758,20.954466,105.83912
759,20.966028,105.839131
760,20.967426,105.839158
761,20.96040767,105.8391657
762,20.96186291,105.839316
763,20.958148,105.839324
764,20.966021,105.839383
765,20.966877,105.839391
766,20.96076835,105.8394125
767,20.95681335,105.8394232
768,20.95454651,105.839434
769,20.97043374,105.8394554
770,20.95511009,105.8394608
771,20.961938,105.839466
772,20.95893,105.839498
773,20.95824107,105.839552
774,20.958579,105.839565
775,20.96352101,105.8395681
776,20.95808077,105.8395869
777,20.95439121,105.839619
778,20.9623363,105.8396378
779,20.95460412,105.8396995
780,20.96262934,105.8397129
781,20.95955606,105.8397532
782,20.96206328,105.8397639
783,20.970281,105.839796
784,20.95643764,105.8398202
785,20.96252415,105.8398497
786,20.9633031,105.8398765
787,20.96105138,105.8399355
788,20.963914,105.839946
789,20.95831622,105.8399624
790,20.95553591,105.8399785
791,20.95731681,105.8399999
792,20.95814589,105.8400026
793,20.96100129,105.840016
794,20.96134444,105.840075
795,20.95771006,105.8400857
796,20.97019831,105.8401287
797,20.96267192,105.8401287
798,20.95583148,105.8401367
799,20.960383,105.840137
800,20.9566806,105.8401394
801,20.96126929,105.840193
802,20.9637865,105.8402199
803,20.9554282,105.8402494
804,20.962026,105.840295
805,20.95711142,105.8403325
806,20.95806323,105.8403459
807,20.96254919,105.840362
808,20.9607383,105.8403674
809,20.9568885,105.8403674
810,20.95776517,105.8403996
811,20.96080091,105.8404022
812,20.95450643,105.8404237
813,20.95740949,105.8404317
814,20.95653783,105.8404532
815,20.95640758,105.84048
816,20.958201,105.8404908
817,20.963636,105.840507
818,20.9610589,105.8405095
819,20.95736691,105.8405283
820,20.95654284,105.8405524
821,20.95716152,105.8405551
822,20.95781526,105.8405927
823,20.95836381,105.8406195
824,20.96316034,105.8406276
825,20.965926,105.840651
826,20.95531048,105.8406517
827,20.965618,105.840667
828,20.96060805,105.8406812
829,20.95807826,105.8406946
830,20.95656789,105.8407134
831,20.962264,105.840721
832,20.961923,105.840724
833,20.96269697,105.8407456
834,20.95646519,105.840759
